Recency,Frequency,MonetaryValue,Length
24,1,2560000,1879
23,1,4290000,1878
22,1,13805000,1877
75,2,924000,1931
22,2,22605000,1902
59,1,1320000,1914
6,1,4140000,1861
26,1,6060000,1881
66,1,865150,1921
43,1,6120000,1898
65,1,11110000,1921
26,1,6720000,1881
18,1,11770000,1873
43,1,596700,1898
43,3,2829700,1905
85,1,448000,1940
18,2,2739000,1905
51,8,2657000,1906
74,1,1210000,1929
32,1,5520000,1887
72,1,770000,1927
20,1,11220000,1875
44,1,6120000,1900
46,1,10340000,1901
31,1,10560000,1886
39,1,10010000,1894
27,1,572000,1883
32,1,6240000,1887
23,1,1210000,1878
21,1,1232000,1877
80,1,715000,1936
32,1,11000000,1887
73,1,715000,1928
23,1,10560000,1878
27,1,1320000,1882
58,1,945120,1913
62,2,863060,1918
21,11,126293200,1922
27,1,1226500,1883
27,1,10945000,1882
19,1,6108000,1874
79,1,803000,1934
75,1,803000,1930
21,6,69495800,1910
37,1,6180000,1892
17,3,2406000,1900
8,1,1320000,1863
26,1,10560000,1881
19,1,11605000,1875
59,1,708000,1914
37,1,5520000,1892
20,1,11550000,1875
71,3,1534000,1929
46,1,4030000,1901
59,3,2200000,1915
18,1,12210000,1873
30,1,6000000,1885
41,1,6360000,1896
56,1,474000,1911
22,1,11110000,1877
25,1,3000000,1880
32,1,12120000,1887
24,2,22990000,1900
24,2,2596000,1881
59,2,1815000,1915
20,1,3740000,1875
77,1,836000,1933
20,1,6120000,1875
50,1,1034000,1905
31,1,3150000,1886
49,4,3025000,1929
38,1,10835000,1893
20,13,9727450,1937
2,2,2750000,1860
31,1,2560000,1886
47,1,14410000,1902
32,1,2720000,1887
69,1,1430000,1924
39,1,10340000,1894
1,2,12738000,1863
25,1,11605000,1880
20,1,11099000,1875
34,1,11000000,1889
41,1,24255000,1896
24,1,6720000,1879
65,2,3079000,1920
45,2,10890000,1900
18,1,6840000,1873
33,1,6180000,1888
9,4,1881000,1865
6,1,900000,1861
84,1,512400,1939
64,1,1210000,1919
84,2,1998700,1939
40,1,6108000,1895
24,1,585000,1879
21,2,22939400,1907
53,1,468000,1908
72,1,2253900,1928
20,1,10010000,1875
23,1,1210000,1879
80,1,1210000,1935
89,1,1210000,1944
25,1,2560000,1880
20,1,5640000,1875
21,1,1210000,1877
27,1,6240000,1882
29,1,935000,1884
41,1,24255000,1896
25,1,6180000,1880
20,1,10560000,1875
23,1,12540000,1878
46,1,10010000,1901
85,1,775500,1940
65,1,776600,1920
83,1,715000,1939
23,1,3375000,1878
62,1,480000,1917
18,1,4810000,1873
26,1,11000000,1881
24,1,11110000,1879
21,2,22939400,1876
41,1,29260000,1896
26,1,11440000,1881
40,1,11000000,1895
22,1,6120000,1877
69,1,16335000,1925
23,1,15510000,1878
64,3,1686000,1929
18,1,3710000,1873
41,1,11990000,1896
24,1,900000,1879
18,1,11110000,1873
49,1,1034000,1905
21,1,1210000,1877
45,1,598000,1900
20,1,10560000,1875
80,1,825000,1936
79,1,15400000,1935
1,2,12738000,1863
85,1,388700,1940
61,2,833800,1916
25,1,1617000,1880
60,5,4297800,1929
24,1,611000,1879
36,1,11110000,1891
62,1,1221000,1917
65,1,1956900,1920
63,1,478800,1918
23,1,1210000,1878
20,1,6120000,1875
6,1,696000,1861
18,1,6120000,1873
45,2,10780000,1900
68,1,803000,1923
32,1,4030000,1887
54,2,1518000,1919
40,1,10340000,1895
26,1,11440000,1881
33,1,10560000,1888
15,2,495000,1872
25,1,1210000,1880
29,1,4810000,1884
38,1,12969000,1893
51,2,1872000,1919
23,1,2560000,1878
22,1,1408000,1878
34,1,6480000,1889
56,3,1927600,1940
23,1,1221000,1879
48,1,14410000,1903
19,1,3990000,1874
19,1,12210000,1874
37,1,10010000,1892
77,1,1320000,1932
38,1,11605000,1893
12,6,4382620,1905
26,1,1210000,1881
60,3,4604000,1932
38,1,1705000,1894
31,1,10659000,1886
31,1,11000000,1886
56,1,6120000,1912
25,2,10780000,1880
18,1,5005000,1873
36,1,10010000,1891
82,1,973500,1937
43,1,10340000,1898
14,1,511500,1869
32,1,6000000,1887
85,1,1210000,1940
52,2,1331000,1907
84,1,552000,1940
37,1,11000000,1892
24,1,11099000,1879
24,1,10560000,1879
20,2,4760000,1875
79,1,550900,1934
26,1,2300000,1881
64,2,1061500,1928
22,1,11055000,1877
18,1,4030000,1873
27,1,10065000,1882
24,2,22990000,1900
81,1,11110000,1936
38,1,11099000,1893
23,1,5760000,1878
20,1,2560000,1875
79,1,350000,1934
23,1,6120000,1878
69,1,1210000,1924
22,1,1210000,1877
18,1,10010000,1873
64,1,715000,1920
19,1,10835000,1874
24,2,22939400,1900
17,1,572000,1872
20,1,5940000,1875
20,1,6240000,1875
82,1,600000,1937
19,1,12100000,1874
78,1,474600,1933
23,1,1210000,1878
72,1,1078000,1927
37,1,6108000,1892
25,1,5736000,1880
36,1,5520000,1891
20,1,3000000,1875
21,11,126623200,1934
40,1,10010000,1895
26,1,11110000,1881
22,1,1210000,1878
36,1,11000000,1891
27,1,3000000,1882
84,3,1630200,1940
13,1,1265000,1868
17,4,3004000,1903
24,8,6932230,1935
22,1,10230000,1877
29,1,3290000,1884
19,1,5200000,1874
28,1,770000,1883
37,2,17347000,1919
41,1,24255000,1896
46,1,5520000,1901
21,2,866000,1909
22,1,11099000,1877
36,1,5520000,1891
59,1,1045000,1915
38,1,14399000,1893
20,1,11000000,1875
1,1,1155000,1856
46,1,10615000,1901
25,1,6120000,1880
25,1,6000000,1880
